Experiment_ID,Model,Model_Full_Name,Transfer_Learning_Mode,Initialization,Train_Dataset_A,Train_Dataset_B,Train_Combination,Test_Dataset_C,Train_A_Path,Train_B_Path,Test_C_Path,Train_Split,Validation_Split,Test_Split,Experiment_Description,Localization_F1,No_Damage_F1,Minor_Damage_F1,Major_Damage_F1,Destroyed_F1,Damage_Macro_F1,Overall_Score,Run_Status,Notes
HRTBDA_COMBO_0336,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,TEXAS-TORNADOES,HURRICANE-IAN + TEXAS-TORNADOES,STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + TEXAS-TORNADOES, test on STVINCENT-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0337,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,TEXAS-TORNADOES,HURRICANE-IAN + TEXAS-TORNADOES,TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + TEXAS-TORNADOES, test on TEXAS-TORNADOES",,,,,,,,Not started,
HRTBDA_COMBO_0338,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,TEXAS-TORNADOES,HURRICANE-IAN + TEXAS-TORNADOES,TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + TEXAS-TORNADOES, test on TEXAS-TORNADOES",,,,,,,,Not started,
HRTBDA_COMBO_0339,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,TEXAS-TORNADOES,HURRICANE-IAN + TEXAS-TORNADOES,TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + TEXAS-TORNADOES, test on TONGA-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0340,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,TEXAS-TORNADOES,HURRICANE-IAN + TEXAS-TORNADOES,TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + TEXAS-TORNADOES, test on TONGA-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0341,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,TEXAS-TORNADOES,HURRICANE-IAN + TEXAS-TORNADOES,xBD,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/xBD,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + TEXAS-TORNADOES, test on xBD",,,,,,,,Not started,
HRTBDA_COMBO_0342,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,TEXAS-TORNADOES,HURRICANE-IAN + TEXAS-TORNADOES,xBD,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/xBD,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + TEXAS-TORNADOES, test on xBD",,,,,,,,Not started,
HRTBDA_COMBO_0343,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,TONGA-VOLCANO,HURRICANE-IAN + TONGA-VOLCANO,EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + TONGA-VOLCANO, test on EARTHQUAKE-TURKEY",,,,,,,,Not started,
HRTBDA_COMBO_0344,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,TONGA-VOLCANO,HURRICANE-IAN + TONGA-VOLCANO,EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + TONGA-VOLCANO, test on EARTHQUAKE-TURKEY",,,,,,,,Not started,
HRTBDA_COMBO_0345,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,TONGA-VOLCANO,HURRICANE-IAN + TONGA-VOLCANO,HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + TONGA-VOLCANO, test on HURRICANE-DELTA",,,,,,,,Not started,
HRTBDA_COMBO_0346,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,TONGA-VOLCANO,HURRICANE-IAN + TONGA-VOLCANO,HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + TONGA-VOLCANO, test on HURRICANE-DELTA",,,,,,,,Not started,
HRTBDA_COMBO_0347,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,TONGA-VOLCANO,HURRICANE-IAN + TONGA-VOLCANO,HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + TONGA-VOLCANO, test on HURRICANE-IAN",,,,,,,,Not started,
HRTBDA_COMBO_0348,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,TONGA-VOLCANO,HURRICANE-IAN + TONGA-VOLCANO,HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + TONGA-VOLCANO, test on HURRICANE-IAN",,,,,,,,Not started,
HRTBDA_COMBO_0349,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,TONGA-VOLCANO,HURRICANE-IAN + TONGA-VOLCANO,HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + TONGA-VOLCANO, test on HURRICANE-LAURA",,,,,,,,Not started,
HRTBDA_COMBO_0350,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,TONGA-VOLCANO,HURRICANE-IAN + TONGA-VOLCANO,HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + TONGA-VOLCANO, test on HURRICANE-LAURA",,,,,,,,Not started,
HRTBDA_COMBO_0351,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,TONGA-VOLCANO,HURRICANE-IAN + TONGA-VOLCANO,MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + TONGA-VOLCANO, test on MOUNT-SEMERU-ERUPTION",,,,,,,,Not started,
HRTBDA_COMBO_0352,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,TONGA-VOLCANO,HURRICANE-IAN + TONGA-VOLCANO,MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + TONGA-VOLCANO, test on MOUNT-SEMERU-ERUPTION",,,,,,,,Not started,
HRTBDA_COMBO_0353,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,TONGA-VOLCANO,HURRICANE-IAN + TONGA-VOLCANO,STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + TONGA-VOLCANO, test on STVINCENT-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0354,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,TONGA-VOLCANO,HURRICANE-IAN + TONGA-VOLCANO,STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + TONGA-VOLCANO, test on STVINCENT-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0355,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,TONGA-VOLCANO,HURRICANE-IAN + TONGA-VOLCANO,TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + TONGA-VOLCANO, test on TEXAS-TORNADOES",,,,,,,,Not started,
HRTBDA_COMBO_0356,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,TONGA-VOLCANO,HURRICANE-IAN + TONGA-VOLCANO,TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + TONGA-VOLCANO, test on TEXAS-TORNADOES",,,,,,,,Not started,
HRTBDA_COMBO_0357,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,TONGA-VOLCANO,HURRICANE-IAN + TONGA-VOLCANO,TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + TONGA-VOLCANO, test on TONGA-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0358,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,TONGA-VOLCANO,HURRICANE-IAN + TONGA-VOLCANO,TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + TONGA-VOLCANO, test on TONGA-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0359,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,TONGA-VOLCANO,HURRICANE-IAN + TONGA-VOLCANO,xBD,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/xBD,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + TONGA-VOLCANO, test on xBD",,,,,,,,Not started,
HRTBDA_COMBO_0360,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,TONGA-VOLCANO,HURRICANE-IAN + TONGA-VOLCANO,xBD,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/xBD,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + TONGA-VOLCANO, test on xBD",,,,,,,,Not started,
HRTBDA_COMBO_0361,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,xBD,HURRICANE-IAN + xBD,EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + xBD, test on EARTHQUAKE-TURKEY",,,,,,,,Not started,
HRTBDA_COMBO_0362,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,xBD,HURRICANE-IAN + xBD,EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + xBD, test on EARTHQUAKE-TURKEY",,,,,,,,Not started,
HRTBDA_COMBO_0363,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,xBD,HURRICANE-IAN + xBD,HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + xBD, test on HURRICANE-DELTA",,,,,,,,Not started,
HRTBDA_COMBO_0364,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,xBD,HURRICANE-IAN + xBD,HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + xBD, test on HURRICANE-DELTA",,,,,,,,Not started,
HRTBDA_COMBO_0365,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,xBD,HURRICANE-IAN + xBD,HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + xBD, test on HURRICANE-IAN",,,,,,,,Not started,
HRTBDA_COMBO_0366,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,xBD,HURRICANE-IAN + xBD,HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + xBD, test on HURRICANE-IAN",,,,,,,,Not started,
HRTBDA_COMBO_0367,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,xBD,HURRICANE-IAN + xBD,HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + xBD, test on HURRICANE-LAURA",,,,,,,,Not started,
HRTBDA_COMBO_0368,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,xBD,HURRICANE-IAN + xBD,HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + xBD, test on HURRICANE-LAURA",,,,,,,,Not started,
HRTBDA_COMBO_0369,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,xBD,HURRICANE-IAN + xBD,MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + xBD, test on MOUNT-SEMERU-ERUPTION",,,,,,,,Not started,
HRTBDA_COMBO_0370,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,xBD,HURRICANE-IAN + xBD,MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + xBD, test on MOUNT-SEMERU-ERUPTION",,,,,,,,Not started,
HRTBDA_COMBO_0371,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,xBD,HURRICANE-IAN + xBD,STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + xBD, test on STVINCENT-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0372,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,xBD,HURRICANE-IAN + xBD,STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + xBD, test on STVINCENT-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0373,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,xBD,HURRICANE-IAN + xBD,TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + xBD, test on TEXAS-TORNADOES",,,,,,,,Not started,
HRTBDA_COMBO_0374,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,xBD,HURRICANE-IAN + xBD,TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + xBD, test on TEXAS-TORNADOES",,,,,,,,Not started,
HRTBDA_COMBO_0375,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,xBD,HURRICANE-IAN + xBD,TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + xBD, test on TONGA-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0376,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,xBD,HURRICANE-IAN + xBD,TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + xBD, test on TONGA-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0377,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,xBD,HURRICANE-IAN + xBD,xBD,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/xBD,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + xBD, test on xBD",,,,,,,,Not started,
HRTBDA_COMBO_0378,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,xBD,HURRICANE-IAN + xBD,xBD,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/xBD,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + xBD, test on xBD",,,,,,,,Not started,
HRTBDA_COMBO_0379,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-LAURA,MOUNT-SEMERU-ERUPTION,HURRICANE-LAURA + MOUNT-SEMERU-ERUPTION,EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,train,val,test,"Train HRTBDA from scratch on HURRICANE-LAURA + MOUNT-SEMERU-ERUPTION, test on EARTHQUAKE-TURKEY",,,,,,,,Not started,
HRTBDA_COMBO_0380,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-LAURA,MOUNT-SEMERU-ERUPTION,HURRICANE-LAURA + MOUNT-SEMERU-ERUPTION,EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-LAURA + MOUNT-SEMERU-ERUPTION, test on EARTHQUAKE-TURKEY",,,,,,,,Not started,
HRTBDA_COMBO_0381,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-LAURA,MOUNT-SEMERU-ERUPTION,HURRICANE-LAURA + MOUNT-SEMERU-ERUPTION,HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,train,val,test,"Train HRTBDA from scratch on HURRICANE-LAURA + MOUNT-SEMERU-ERUPTION, test on HURRICANE-DELTA",,,,,,,,Not started,
