Experiment_ID,Model,Model_Full_Name,Transfer_Learning_Mode,Initialization,Train_Dataset_A,Train_Dataset_B,Train_Combination,Test_Dataset_C,Train_A_Path,Train_B_Path,Test_C_Path,Train_Split,Validation_Split,Test_Split,Experiment_Description,Localization_F1,No_Damage_F1,Minor_Damage_F1,Major_Damage_F1,Destroyed_F1,Damage_Macro_F1,Overall_Score,Run_Status,Notes
HRTBDA_COMBO_0293,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,MOUNT-SEMERU-ERUPTION,HURRICANE-IAN + MOUNT-SEMERU-ERUPTION,HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + MOUNT-SEMERU-ERUPTION, test on HURRICANE-IAN",,,,,,,,Not started,
HRTBDA_COMBO_0294,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,MOUNT-SEMERU-ERUPTION,HURRICANE-IAN + MOUNT-SEMERU-ERUPTION,HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + MOUNT-SEMERU-ERUPTION, test on HURRICANE-IAN",,,,,,,,Not started,
HRTBDA_COMBO_0295,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,MOUNT-SEMERU-ERUPTION,HURRICANE-IAN + MOUNT-SEMERU-ERUPTION,HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + MOUNT-SEMERU-ERUPTION, test on HURRICANE-LAURA",,,,,,,,Not started,
HRTBDA_COMBO_0296,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,MOUNT-SEMERU-ERUPTION,HURRICANE-IAN + MOUNT-SEMERU-ERUPTION,HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + MOUNT-SEMERU-ERUPTION, test on HURRICANE-LAURA",,,,,,,,Not started,
HRTBDA_COMBO_0297,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,MOUNT-SEMERU-ERUPTION,HURRICANE-IAN + MOUNT-SEMERU-ERUPTION,MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + MOUNT-SEMERU-ERUPTION, test on MOUNT-SEMERU-ERUPTION",,,,,,,,Not started,
HRTBDA_COMBO_0298,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,MOUNT-SEMERU-ERUPTION,HURRICANE-IAN + MOUNT-SEMERU-ERUPTION,MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + MOUNT-SEMERU-ERUPTION, test on MOUNT-SEMERU-ERUPTION",,,,,,,,Not started,
HRTBDA_COMBO_0299,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,MOUNT-SEMERU-ERUPTION,HURRICANE-IAN + MOUNT-SEMERU-ERUPTION,STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + MOUNT-SEMERU-ERUPTION, test on STVINCENT-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0300,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,MOUNT-SEMERU-ERUPTION,HURRICANE-IAN + MOUNT-SEMERU-ERUPTION,STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + MOUNT-SEMERU-ERUPTION, test on STVINCENT-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0301,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,MOUNT-SEMERU-ERUPTION,HURRICANE-IAN + MOUNT-SEMERU-ERUPTION,TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + MOUNT-SEMERU-ERUPTION, test on TEXAS-TORNADOES",,,,,,,,Not started,
HRTBDA_COMBO_0302,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,MOUNT-SEMERU-ERUPTION,HURRICANE-IAN + MOUNT-SEMERU-ERUPTION,TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + MOUNT-SEMERU-ERUPTION, test on TEXAS-TORNADOES",,,,,,,,Not started,
HRTBDA_COMBO_0303,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,MOUNT-SEMERU-ERUPTION,HURRICANE-IAN + MOUNT-SEMERU-ERUPTION,TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + MOUNT-SEMERU-ERUPTION, test on TONGA-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0304,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,MOUNT-SEMERU-ERUPTION,HURRICANE-IAN + MOUNT-SEMERU-ERUPTION,TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + MOUNT-SEMERU-ERUPTION, test on TONGA-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0305,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,MOUNT-SEMERU-ERUPTION,HURRICANE-IAN + MOUNT-SEMERU-ERUPTION,xBD,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/xBD,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + MOUNT-SEMERU-ERUPTION, test on xBD",,,,,,,,Not started,
HRTBDA_COMBO_0306,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,MOUNT-SEMERU-ERUPTION,HURRICANE-IAN + MOUNT-SEMERU-ERUPTION,xBD,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/xBD,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + MOUNT-SEMERU-ERUPTION, test on xBD",,,,,,,,Not started,
HRTBDA_COMBO_0307,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,STVINCENT-VOLCANO,HURRICANE-IAN + STVINCENT-VOLCANO,EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + STVINCENT-VOLCANO, test on EARTHQUAKE-TURKEY",,,,,,,,Not started,
HRTBDA_COMBO_0308,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,STVINCENT-VOLCANO,HURRICANE-IAN + STVINCENT-VOLCANO,EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + STVINCENT-VOLCANO, test on EARTHQUAKE-TURKEY",,,,,,,,Not started,
HRTBDA_COMBO_0309,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,STVINCENT-VOLCANO,HURRICANE-IAN + STVINCENT-VOLCANO,HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + STVINCENT-VOLCANO, test on HURRICANE-DELTA",,,,,,,,Not started,
HRTBDA_COMBO_0310,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,STVINCENT-VOLCANO,HURRICANE-IAN + STVINCENT-VOLCANO,HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + STVINCENT-VOLCANO, test on HURRICANE-DELTA",,,,,,,,Not started,
HRTBDA_COMBO_0311,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,STVINCENT-VOLCANO,HURRICANE-IAN + STVINCENT-VOLCANO,HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + STVINCENT-VOLCANO, test on HURRICANE-IAN",,,,,,,,Not started,
HRTBDA_COMBO_0312,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,STVINCENT-VOLCANO,HURRICANE-IAN + STVINCENT-VOLCANO,HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + STVINCENT-VOLCANO, test on HURRICANE-IAN",,,,,,,,Not started,
HRTBDA_COMBO_0313,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,STVINCENT-VOLCANO,HURRICANE-IAN + STVINCENT-VOLCANO,HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + STVINCENT-VOLCANO, test on HURRICANE-LAURA",,,,,,,,Not started,
HRTBDA_COMBO_0314,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,STVINCENT-VOLCANO,HURRICANE-IAN + STVINCENT-VOLCANO,HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + STVINCENT-VOLCANO, test on HURRICANE-LAURA",,,,,,,,Not started,
HRTBDA_COMBO_0315,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,STVINCENT-VOLCANO,HURRICANE-IAN + STVINCENT-VOLCANO,MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + STVINCENT-VOLCANO, test on MOUNT-SEMERU-ERUPTION",,,,,,,,Not started,
HRTBDA_COMBO_0316,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,STVINCENT-VOLCANO,HURRICANE-IAN + STVINCENT-VOLCANO,MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + STVINCENT-VOLCANO, test on MOUNT-SEMERU-ERUPTION",,,,,,,,Not started,
HRTBDA_COMBO_0317,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,STVINCENT-VOLCANO,HURRICANE-IAN + STVINCENT-VOLCANO,STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + STVINCENT-VOLCANO, test on STVINCENT-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0318,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,STVINCENT-VOLCANO,HURRICANE-IAN + STVINCENT-VOLCANO,STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + STVINCENT-VOLCANO, test on STVINCENT-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0319,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,STVINCENT-VOLCANO,HURRICANE-IAN + STVINCENT-VOLCANO,TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + STVINCENT-VOLCANO, test on TEXAS-TORNADOES",,,,,,,,Not started,
HRTBDA_COMBO_0320,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,STVINCENT-VOLCANO,HURRICANE-IAN + STVINCENT-VOLCANO,TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + STVINCENT-VOLCANO, test on TEXAS-TORNADOES",,,,,,,,Not started,
HRTBDA_COMBO_0321,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,STVINCENT-VOLCANO,HURRICANE-IAN + STVINCENT-VOLCANO,TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + STVINCENT-VOLCANO, test on TONGA-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0322,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,STVINCENT-VOLCANO,HURRICANE-IAN + STVINCENT-VOLCANO,TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + STVINCENT-VOLCANO, test on TONGA-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0323,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,STVINCENT-VOLCANO,HURRICANE-IAN + STVINCENT-VOLCANO,xBD,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/xBD,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + STVINCENT-VOLCANO, test on xBD",,,,,,,,Not started,
HRTBDA_COMBO_0324,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,STVINCENT-VOLCANO,HURRICANE-IAN + STVINCENT-VOLCANO,xBD,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/xBD,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + STVINCENT-VOLCANO, test on xBD",,,,,,,,Not started,
HRTBDA_COMBO_0325,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,TEXAS-TORNADOES,HURRICANE-IAN + TEXAS-TORNADOES,EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + TEXAS-TORNADOES, test on EARTHQUAKE-TURKEY",,,,,,,,Not started,
HRTBDA_COMBO_0326,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,TEXAS-TORNADOES,HURRICANE-IAN + TEXAS-TORNADOES,EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + TEXAS-TORNADOES, test on EARTHQUAKE-TURKEY",,,,,,,,Not started,
HRTBDA_COMBO_0327,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,TEXAS-TORNADOES,HURRICANE-IAN + TEXAS-TORNADOES,HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + TEXAS-TORNADOES, test on HURRICANE-DELTA",,,,,,,,Not started,
HRTBDA_COMBO_0328,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,TEXAS-TORNADOES,HURRICANE-IAN + TEXAS-TORNADOES,HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + TEXAS-TORNADOES, test on HURRICANE-DELTA",,,,,,,,Not started,
HRTBDA_COMBO_0329,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,TEXAS-TORNADOES,HURRICANE-IAN + TEXAS-TORNADOES,HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + TEXAS-TORNADOES, test on HURRICANE-IAN",,,,,,,,Not started,
HRTBDA_COMBO_0330,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,TEXAS-TORNADOES,HURRICANE-IAN + TEXAS-TORNADOES,HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + TEXAS-TORNADOES, test on HURRICANE-IAN",,,,,,,,Not started,
HRTBDA_COMBO_0331,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,TEXAS-TORNADOES,HURRICANE-IAN + TEXAS-TORNADOES,HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + TEXAS-TORNADOES, test on HURRICANE-LAURA",,,,,,,,Not started,
HRTBDA_COMBO_0332,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,TEXAS-TORNADOES,HURRICANE-IAN + TEXAS-TORNADOES,HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + TEXAS-TORNADOES, test on HURRICANE-LAURA",,,,,,,,Not started,
HRTBDA_COMBO_0333,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,TEXAS-TORNADOES,HURRICANE-IAN + TEXAS-TORNADOES,MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + TEXAS-TORNADOES, test on MOUNT-SEMERU-ERUPTION",,,,,,,,Not started,
HRTBDA_COMBO_0334,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-IAN,TEXAS-TORNADOES,HURRICANE-IAN + TEXAS-TORNADOES,MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-IAN + TEXAS-TORNADOES, test on MOUNT-SEMERU-ERUPTION",,,,,,,,Not started,
HRTBDA_COMBO_0335,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-IAN,TEXAS-TORNADOES,HURRICANE-IAN + TEXAS-TORNADOES,STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,train,val,test,"Train HRTBDA from scratch on HURRICANE-IAN + TEXAS-TORNADOES, test on STVINCENT-VOLCANO",,,,,,,,Not started,
